shapechoice1,colorchoice1,shapechoice2,colorchoice2,shapecue,colorcue,choicelocation,subject,datetime
6,6,5,5,6,6,1,Wooster,2022-09-14_11-22-36
12,12,3,3,12,12,1,Wooster,2022-09-14_11-22-36
6,6,13,13,6,6,1,Wooster,2022-09-14_11-22-36
12,8,8,9,8,8,2,Wooster,2022-09-14_11-22-36
1,1,13,13,1,1,1,Wooster,2022-09-14_11-22-36
12,9,9,3,9,9,2,Wooster,2022-09-14_11-22-36
4,4,8,8,8,8,2,Wooster,2022-09-14_11-22-36
6,6,7,7,6,6,1,Wooster,2022-09-14_11-22-36
13,13,3,3,3,3,2,Wooster,2022-09-14_11-22-36
2,2,5,5,2,2,1,Wooster,2022-09-14_11-22-36
8,8,2,2,2,2,2,Wooster,2022-09-14_11-22-36
7,7,11,11,7,7,1,Wooster,2022-09-14_11-22-36
2,2,11,11,2,2,1,Wooster,2022-09-14_11-22-36
13,13,5,5,13,13,1,Wooster,2022-09-14_11-22-36
12,12,11,11,12,12,1,Wooster,2022-09-14_11-22-36
13,13,10,10,13,13,1,Wooster,2022-09-14_11-22-36
8,8,7,7,7,7,2,Wooster,2022-09-14_11-22-36
10,10,2,2,10,10,1,Wooster,2022-09-14_11-22-36
11,11,1,1,11,11,1,Wooster,2022-09-14_11-22-36
7,7,1,1,1,1,2,Wooster,2022-09-14_11-22-36
13,13,10,10,10,10,2,Wooster,2022-09-14_11-22-36
6,6,12,12,12,12,2,Wooster,2022-09-14_11-22-36
8,7,7,3,7,7,1,Wooster,2022-09-14_11-22-36
10,13,13,9,13,13,2,Wooster,2022-09-14_11-22-36
6,6,12,12,12,12,2,Wooster,2022-09-14_11-22-36
13,13,7,7,7,7,2,Wooster,2022-09-14_11-22-36
7,7,14,14,7,7,1,Wooster,2022-09-14_11-22-36
7,7,9,9,7,7,1,Wooster,2022-09-14_11-22-36
9,9,3,3,9,9,1,Wooster,2022-09-14_11-22-36
2,2,7,7,7,7,2,Wooster,2022-09-14_11-22-36
13,13,5,5,13,13,1,Wooster,2022-09-14_11-22-36
13,13,1,1,13,13,1,Wooster,2022-09-14_11-22-36
10,10,1,1,1,1,2,Wooster,2022-09-14_11-22-36
7,7,13,13,7,7,1,Wooster,2022-09-14_11-22-36
11,11,1,1,1,1,2,Wooster,2022-09-14_11-22-36
13,13,2,2,13,13,1,Wooster,2022-09-14_11-22-36
9,9,13,13,9,9,1,Wooster,2022-09-14_11-22-36
1,9,9,12,9,9,2,Wooster,2022-09-14_11-22-36
9,9,10,10,9,9,1,Wooster,2022-09-14_11-22-36
6,6,11,11,6,6,1,Wooster,2022-09-14_11-22-36
5,11,11,5,11,11,2,Wooster,2022-09-14_11-22-36
8,8,4,4,4,4,2,Wooster,2022-09-14_11-22-36
6,6,7,7,6,6,1,Wooster,2022-09-14_11-22-36
10,10,3,3,10,10,1,Wooster,2022-09-14_11-22-36
12,12,14,14,14,14,2,Wooster,2022-09-14_11-22-36
13,8,8,6,8,8,2,Wooster,2022-09-14_11-22-36
13,1,1,4,1,1,2,Wooster,2022-09-14_11-22-36
1,1,11,11,1,1,1,Wooster,2022-09-14_11-22-36
14,14,9,9,9,9,2,Wooster,2022-09-14_11-22-36
9,10,10,4,10,10,2,Wooster,2022-09-14_11-22-36
3,3,4,4,3,3,1,Wooster,2022-09-14_11-22-36
3,3,13,13,13,13,2,Wooster,2022-09-14_11-22-36
10,10,14,14,14,14,2,Wooster,2022-09-14_11-22-36
6,6,5,5,5,5,2,Wooster,2022-09-14_11-22-36
9,13,13,11,13,13,2,Wooster,2022-09-14_11-22-36
5,5,3,3,3,3,2,Wooster,2022-09-14_11-22-36
3,3,13,13,3,3,1,Wooster,2022-09-14_11-22-36
4,4,12,12,12,12,2,Wooster,2022-09-14_11-22-36
5,5,8,8,8,8,2,Wooster,2022-09-14_11-22-36
5,5,9,9,9,9,2,Wooster,2022-09-14_11-22-36
1,1,10,10,1,1,1,Wooster,2022-09-14_11-22-36
5,5,9,9,9,9,2,Wooster,2022-09-14_11-22-36
2,2,12,12,12,12,2,Wooster,2022-09-14_11-22-36
11,11,13,13,11,11,1,Wooster,2022-09-14_11-22-36
11,11,10,10,11,11,1,Wooster,2022-09-14_11-22-36
4,4,14,14,4,4,1,Wooster,2022-09-14_11-22-36
5,5,8,8,8,8,2,Wooster,2022-09-14_11-22-36
6,6,1,1,1,1,2,Wooster,2022-09-14_11-22-36
14,14,4,4,4,4,2,Wooster,2022-09-14_11-22-36
1,1,14,14,14,14,2,Wooster,2022-09-14_11-22-36
13,13,9,9,13,13,1,Wooster,2022-09-14_11-22-36
13,13,10,10,13,13,1,Wooster,2022-09-14_11-22-36
14,14,6,6,6,6,2,Wooster,2022-09-14_11-22-36
8,7,7,10,7,7,2,Wooster,2022-09-14_11-22-36
4,4,1,1,4,4,1,Wooster,2022-09-14_11-22-36
12,12,5,5,5,5,2,Wooster,2022-09-14_11-22-36
6,11,11,10,11,11,2,Wooster,2022-09-14_11-22-36
14,14,12,12,14,14,1,Wooster,2022-09-14_11-22-36
12,12,1,1,1,1,2,Wooster,2022-09-14_11-22-36
8,8,13,13,13,13,2,Wooster,2022-09-14_11-22-36
1,12,12,10,12,12,2,Wooster,2022-09-14_11-22-36
1,1,12,12,12,12,2,Wooster,2022-09-14_11-22-36
11,11,1,1,1,1,2,Wooster,2022-09-14_11-22-36
4,4,13,13,13,13,2,Wooster,2022-09-14_11-22-36
9,9,14,14,9,9,1,Wooster,2022-09-14_11-22-36
10,10,1,1,1,1,2,Wooster,2022-09-14_11-22-36
8,3,3,10,3,3,2,Wooster,2022-09-14_11-22-36
12,6,6,3,6,6,2,Wooster,2022-09-14_11-22-36
14,14,1,1,14,14,1,Wooster,2022-09-14_11-22-36
1,1,9,9,1,1,1,Wooster,2022-09-14_11-22-36
13,13,2,2,13,13,1,Wooster,2022-09-14_11-22-36
10,10,3,3,3,3,2,Wooster,2022-09-14_11-22-36
7,7,11,11,11,11,2,Wooster,2022-09-14_11-22-36
2,2,12,12,12,12,2,Wooster,2022-09-14_11-22-36
11,11,7,7,11,11,1,Wooster,2022-09-14_11-22-36
6,6,7,7,6,6,1,Wooster,2022-09-14_11-22-36
6,6,1,1,1,1,2,Wooster,2022-09-14_11-22-36
12,12,14,14,12,12,1,Wooster,2022-09-14_11-22-36
7,7,2,2,2,2,2,Wooster,2022-09-14_11-22-36
13,13,1,1,13,13,1,Wooster,2022-09-14_11-22-36
10,10,3,3,3,3,2,Wooster,2022-09-14_11-22-36
12,2,3,12,12,12,1,Wooster,2022-09-14_11-22-36
7,1,1,3,1,1,2,Wooster,2022-09-14_11-22-36
14,14,1,1,1,1,2,Wooster,2022-09-14_11-22-36
12,12,6,6,6,6,2,Wooster,2022-09-14_11-22-36
8,8,3,3,8,8,1,Wooster,2022-09-14_11-22-36
13,13,8,8,13,13,1,Wooster,2022-09-14_11-22-36
10,10,6,6,10,10,1,Wooster,2022-09-14_11-22-36
1,10,10,1,10,10,2,Wooster,2022-09-14_11-22-36
5,5,14,14,5,5,1,Wooster,2022-09-14_11-22-36
11,11,4,4,4,4,2,Wooster,2022-09-14_11-22-36
10,10,6,6,10,10,1,Wooster,2022-09-14_11-22-36
4,4,6,6,4,4,1,Wooster,2022-09-14_11-22-36
6,4,9,6,6,6,1,Wooster,2022-09-14_11-22-36
3,3,5,5,3,3,1,Wooster,2022-09-14_11-22-36
7,7,12,12,12,12,2,Wooster,2022-09-14_11-22-36
9,1,2,9,9,9,1,Wooster,2022-09-14_11-22-36
14,9,9,5,9,9,2,Wooster,2022-09-14_11-22-36
2,2,1,1,1,1,2,Wooster,2022-09-14_11-22-36
9,9,10,10,10,10,2,Wooster,2022-09-14_11-22-36
7,7,10,10,7,7,1,Wooster,2022-09-14_11-22-36
7,7,10,10,10,10,2,Wooster,2022-09-14_11-22-36
11,11,9,9,9,9,2,Wooster,2022-09-14_11-22-36
12,12,2,2,2,2,2,Wooster,2022-09-14_11-22-36
7,7,6,6,7,7,1,Wooster,2022-09-14_11-22-36
6,6,3,3,3,3,2,Wooster,2022-09-14_11-22-36
8,8,9,9,8,8,1,Wooster,2022-09-14_11-22-36
14,14,13,13,14,14,1,Wooster,2022-09-14_11-22-36
4,4,14,14,14,14,2,Wooster,2022-09-14_11-22-36
6,6,10,10,10,10,2,Wooster,2022-09-14_11-22-36
13,13,14,14,13,13,1,Wooster,2022-09-14_11-22-36
7,7,9,9,9,9,2,Wooster,2022-09-14_11-22-36
11,11,1,1,11,11,1,Wooster,2022-09-14_11-22-36
6,6,8,8,6,6,1,Wooster,2022-09-14_11-22-36
6,13,2,6,6,6,1,Wooster,2022-09-14_11-22-36
3,3,1,1,3,3,1,Wooster,2022-09-14_11-22-36
6,6,10,10,6,6,1,Wooster,2022-09-14_11-22-36
1,1,13,13,1,1,1,Wooster,2022-09-14_11-22-36
9,9,5,5,5,5,2,Wooster,2022-09-14_11-22-36
5,5,3,3,3,3,2,Wooster,2022-09-14_11-22-36
7,7,2,2,7,7,1,Wooster,2022-09-14_11-22-36
5,5,12,12,12,12,2,Wooster,2022-09-14_11-22-36
8,8,13,13,13,13,2,Wooster,2022-09-14_11-22-36
11,11,13,13,11,11,1,Wooster,2022-09-14_11-22-36
13,13,2,2,13,13,1,Wooster,2022-09-14_11-22-36
10,10,2,2,10,10,1,Wooster,2022-09-14_11-22-36
7,7,5,5,7,7,1,Wooster,2022-09-14_11-22-36
11,6,5,11,11,11,1,Wooster,2022-09-14_11-22-36
7,7,13,13,7,7,1,Wooster,2022-09-14_11-22-36
2,2,10,10,2,2,1,Wooster,2022-09-14_11-22-36
7,7,3,3,7,7,1,Wooster,2022-09-14_11-22-36
10,10,6,6,6,6,2,Wooster,2022-09-14_11-22-36
11,11,12,12,11,11,1,Wooster,2022-09-14_11-22-36
13,13,11,11,11,11,2,Wooster,2022-09-14_11-22-36
14,14,6,6,14,14,1,Wooster,2022-09-14_11-22-36
5,5,6,6,6,6,2,Wooster,2022-09-14_11-22-36
5,10,10,5,5,5,1,Wooster,2022-09-14_11-22-36
6,6,10,10,10,10,2,Wooster,2022-09-14_11-22-36
11,11,13,13,11,11,1,Wooster,2022-09-14_11-22-36
8,8,3,3,3,3,2,Wooster,2022-09-14_11-22-36
11,11,7,7,11,11,1,Wooster,2022-09-14_11-22-36
13,13,14,14,14,14,2,Wooster,2022-09-14_11-22-36
8,8,4,4,8,8,1,Wooster,2022-09-14_11-22-36
13,13,14,14,14,14,2,Wooster,2022-09-14_11-22-36
10,10,3,3,10,10,1,Wooster,2022-09-14_11-22-36
5,5,7,7,7,7,2,Wooster,2022-09-14_11-22-36
4,10,5,4,4,4,1,Wooster,2022-09-14_11-22-36
7,7,8,8,8,8,2,Wooster,2022-09-14_11-22-36
2,2,6,6,6,6,2,Wooster,2022-09-14_11-22-36
2,2,8,8,8,8,2,Wooster,2022-09-14_11-22-36
3,3,9,9,3,3,1,Wooster,2022-09-14_11-22-36
7,12,8,7,7,7,2,Wooster,2022-09-14_11-22-36
5,5,13,13,5,5,1,Wooster,2022-09-14_11-22-36
2,2,4,4,4,4,2,Wooster,2022-09-14_11-22-36
5,2,12,5,5,5,1,Wooster,2022-09-14_11-22-36
4,4,8,8,8,8,2,Wooster,2022-09-14_11-22-36
10,10,8,8,10,10,1,Wooster,2022-09-14_11-22-36
5,5,11,11,5,5,1,Wooster,2022-09-14_11-22-36
8,8,6,6,8,8,1,Wooster,2022-09-14_11-22-36
11,11,2,2,2,2,2,Wooster,2022-09-14_11-22-36
9,9,10,10,10,10,1,Wooster,2022-09-14_11-22-36
8,8,11,11,11,11,2,Wooster,2022-09-14_11-22-36
10,10,1,1,1,1,2,Wooster,2022-09-14_11-22-36
9,9,6,6,9,9,1,Wooster,2022-09-14_11-22-36
7,7,2,2,2,2,2,Wooster,2022-09-14_11-22-36
11,11,9,9,9,9,2,Wooster,2022-09-14_11-22-36
2,2,6,6,6,6,2,Wooster,2022-09-14_11-22-36
14,14,4,4,4,4,2,Wooster,2022-09-14_11-22-36
7,7,11,11,11,11,2,Wooster,2022-09-14_11-22-36
3,3,14,14,3,3,1,Wooster,2022-09-14_11-22-36
2,7,7,14,7,7,2,Wooster,2022-09-14_11-22-36
12,12,4,4,4,4,2,Wooster,2022-09-14_11-22-36
4,4,13,13,13,13,2,Wooster,2022-09-14_11-22-36
13,5,6,13,13,13,2,Wooster,2022-09-14_11-22-36
4,4,2,2,2,2,2,Wooster,2022-09-14_11-22-36
3,3,5,5,5,5,2,Wooster,2022-09-14_11-22-36
14,3,3,13,3,3,2,Wooster,2022-09-14_11-22-36
4,4,1,1,1,1,2,Wooster,2022-09-14_11-22-36
6,6,12,12,12,12,2,Wooster,2022-09-14_11-22-36
9,11,11,5,11,11,2,Wooster,2022-09-14_11-22-36
5,5,4,4,4,4,2,Wooster,2022-09-14_11-22-36
1,1,9,9,9,9,2,Wooster,2022-09-14_11-22-36
1,1,2,2,1,1,1,Wooster,2022-09-14_11-22-36
2,2,8,8,2,2,1,Wooster,2022-09-14_11-22-36
3,11,11,3,3,3,1,Wooster,2022-09-14_11-22-36
6,6,14,14,14,14,2,Wooster,2022-09-14_11-22-36
10,10,9,9,10,10,1,Wooster,2022-09-14_11-22-36
8,8,13,13,8,8,1,Wooster,2022-09-14_11-22-36
11,11,12,12,12,12,2,Wooster,2022-09-14_11-22-36
12,9,9,12,9,9,2,Wooster,2022-09-14_11-22-36
5,6,3,5,5,5,1,Wooster,2022-09-14_11-22-36
6,6,7,7,6,6,1,Wooster,2022-09-14_11-22-36
8,8,4,4,8,8,1,Wooster,2022-09-14_11-22-36
7,8,8,2,8,8,1,Wooster,2022-09-14_11-22-36
8,8,1,1,1,1,2,Wooster,2022-09-14_11-22-36
3,3,5,5,3,3,1,Wooster,2022-09-14_11-22-36
9,9,14,14,14,14,2,Wooster,2022-09-14_11-22-36
10,10,3,3,3,3,2,Wooster,2022-09-14_11-22-36
4,4,5,5,4,4,1,Wooster,2022-09-14_11-22-36
3,1,14,3,3,3,2,Wooster,2022-09-14_11-22-36
4,4,10,10,4,4,1,Wooster,2022-09-14_11-22-36
5,5,2,2,2,2,2,Wooster,2022-09-14_11-22-36
12,12,8,8,8,8,2,Wooster,2022-09-14_11-22-36
13,13,12,12,13,13,1,Wooster,2022-09-14_11-22-36
6,6,3,3,3,3,2,Wooster,2022-09-14_11-22-36
3,3,13,13,3,3,2,Wooster,2022-09-14_11-22-36
9,7,7,6,7,7,2,Wooster,2022-09-14_11-22-36
12,12,4,4,4,4,2,Wooster,2022-09-14_11-22-36
12,12,7,7,7,7,2,Wooster,2022-09-14_11-22-36
8,8,11,11,8,8,1,Wooster,2022-09-14_11-22-36
1,1,3,3,3,3,2,Wooster,2022-09-14_11-22-36
11,11,3,3,11,11,1,Wooster,2022-09-14_11-22-36
11,11,9,9,11,11,1,Wooster,2022-09-14_11-22-36
6,6,10,10,10,10,2,Wooster,2022-09-14_11-22-36
10,10,5,5,5,5,2,Wooster,2022-09-14_11-22-36
4,4,11,11,4,4,1,Wooster,2022-09-14_11-22-36
10,10,14,14,14,14,2,Wooster,2022-09-14_11-22-36
7,1,1,13,1,1,2,Wooster,2022-09-14_11-22-36
13,5,5,9,5,5,1,Wooster,2022-09-14_11-22-36
1,1,2,2,2,2,2,Wooster,2022-09-14_11-22-36
2,2,3,3,3,3,2,Wooster,2022-09-14_11-22-36
2,2,9,9,9,9,2,Wooster,2022-09-14_11-22-36
13,13,8,8,13,13,1,Wooster,2022-09-14_11-22-36
12,12,8,8,8,8,2,Wooster,2022-09-14_11-22-36
1,1,8,8,1,1,1,Wooster,2022-09-14_11-22-36
7,2,2,12,2,2,2,Wooster,2022-09-14_11-22-36
2,2,4,4,4,4,2,Wooster,2022-09-14_11-22-36
3,3,14,14,3,3,1,Wooster,2022-09-14_11-22-36
9,9,14,14,14,14,2,Wooster,2022-09-14_11-22-36
6,6,12,12,6,6,1,Wooster,2022-09-14_11-22-36
13,4,4,11,4,4,2,Wooster,2022-09-14_11-22-36
1,1,9,9,9,9,2,Wooster,2022-09-14_11-22-36
4,4,2,2,4,4,1,Wooster,2022-09-14_11-22-36
1,1,9,9,9,9,2,Wooster,2022-09-14_11-22-36
2,2,12,12,2,2,1,Wooster,2022-09-14_11-22-36
11,11,8,8,11,11,1,Wooster,2022-09-14_11-22-36
8,8,10,10,8,8,1,Wooster,2022-09-14_11-22-36
1,1,13,13,13,13,2,Wooster,2022-09-14_11-22-36
8,8,6,6,8,8,1,Wooster,2022-09-14_11-22-36
9,9,14,14,9,9,2,Wooster,2022-09-14_11-22-36
10,10,9,9,10,10,1,Wooster,2022-09-14_11-22-36
5,5,4,4,4,4,2,Wooster,2022-09-14_11-22-36
7,7,4,4,7,7,1,Wooster,2022-09-14_11-22-36
2,2,4,4,4,4,2,Wooster,2022-09-14_11-22-36
4,4,14,14,14,14,2,Wooster,2022-09-14_11-22-36
8,8,12,12,12,12,2,Wooster,2022-09-14_11-22-36
13,13,8,8,8,8,2,Wooster,2022-09-14_11-22-36
6,6,3,3,6,6,1,Wooster,2022-09-14_11-22-36
7,7,9,9,9,9,2,Wooster,2022-09-14_11-22-36
9,9,4,4,9,9,1,Wooster,2022-09-14_11-22-36
11,11,1,1,1,1,2,Wooster,2022-09-14_11-22-36
11,11,10,10,11,11,1,Wooster,2022-09-14_11-22-36
1,14,7,1,1,1,1,Wooster,2022-09-14_11-22-36
10,10,9,9,10,10,1,Wooster,2022-09-14_11-22-36
14,6,6,1,6,6,2,Wooster,2022-09-14_11-22-36
4,8,8,5,8,8,2,Wooster,2022-09-14_11-22-36
2,2,8,8,2,2,1,Wooster,2022-09-14_11-22-36
7,7,2,2,7,7,1,Wooster,2022-09-14_11-22-36
3,3,14,14,14,14,2,Wooster,2022-09-14_11-22-36
4,4,11,11,11,11,2,Wooster,2022-09-14_11-22-36
10,10,4,4,10,10,1,Wooster,2022-09-14_11-22-36
11,11,5,5,11,11,1,Wooster,2022-09-14_11-22-36
5,5,6,6,5,5,1,Wooster,2022-09-14_11-22-36
12,12,14,14,14,14,2,Wooster,2022-09-14_11-22-36
3,3,1,1,3,3,1,Wooster,2022-09-14_11-22-36
11,11,5,5,5,5,2,Wooster,2022-09-14_11-22-36
8,8,14,14,14,14,2,Wooster,2022-09-14_11-22-36
4,4,9,9,9,9,2,Wooster,2022-09-14_11-22-36
8,7,13,8,8,8,2,Wooster,2022-09-14_11-22-36
5,5,13,13,13,13,2,Wooster,2022-09-14_11-22-36
7,7,13,13,13,13,2,Wooster,2022-09-14_11-22-36
3,3,7,7,7,7,2,Wooster,2022-09-14_11-22-36
6,6,1,1,6,6,1,Wooster,2022-09-14_11-22-36
8,8,5,5,5,5,2,Wooster,2022-09-14_11-22-36
14,1,2,14,14,14,2,Wooster,2022-09-14_11-22-36
8,8,11,11,11,11,2,Wooster,2022-09-14_11-22-36
14,14,3,3,3,3,2,Wooster,2022-09-14_11-22-36
7,7,2,2,2,2,2,Wooster,2022-09-14_11-22-36
1,1,2,2,1,1,1,Wooster,2022-09-27_11-29-24
4,1,1,14,1,1,1,Wooster,2022-09-27_11-29-24
2,12,10,2,2,2,1,Wooster,2022-09-27_11-29-24
14,14,13,13,13,13,2,Wooster,2022-09-27_11-29-24
9,9,1,1,1,1,2,Wooster,2022-09-27_11-33-37
13,13,4,4,4,4,2,Wooster,2022-09-27_11-33-37
1,1,14,14,14,14,2,Wooster,2022-09-27_11-33-37
11,11,9,9,9,9,2,Wooster,2022-09-27_11-33-37
3,3,1,1,3,3,1,Wooster,2022-09-27_11-33-37
3,10,1,3,3,3,2,Wooster,2022-09-27_11-33-37
2,2,13,13,13,13,2,Wooster,2022-09-27_11-33-37
3,9,9,3,9,9,2,Wooster,2022-09-27_11-33-37
7,11,8,7,7,7,2,Wooster,2022-09-27_11-33-37
12,12,11,11,12,12,1,Wooster,2022-09-27_11-33-37
6,6,12,12,6,6,1,Wooster,2022-09-27_11-33-37
9,9,14,14,14,14,2,Wooster,2022-09-27_11-33-37
9,9,14,14,9,9,1,Wooster,2022-09-27_11-33-37
14,14,3,3,14,14,1,Wooster,2022-09-27_11-33-37
5,5,11,11,11,11,2,Wooster,2022-09-27_11-33-37
8,8,12,12,12,12,2,Wooster,2022-09-27_11-33-37
5,5,4,4,5,5,1,Wooster,2022-09-27_11-33-37
3,3,14,14,3,3,1,Wooster,2022-09-27_11-33-37
1,6,10,1,1,1,2,Wooster,2022-09-27_11-33-37
9,10,6,9,9,9,1,Wooster,2022-09-27_11-33-37
7,7,5,5,5,5,2,Wooster,2022-09-27_11-33-37
1,1,6,6,6,6,2,Wooster,2022-09-27_11-33-37
14,2,2,11,2,2,2,Wooster,2022-09-27_11-33-37
12,12,1,1,1,1,2,Wooster,2022-09-27_11-33-37
9,9,6,6,6,6,2,Wooster,2022-09-27_11-33-37
4,4,14,14,14,14,2,Wooster,2022-09-27_11-33-37
11,11,12,12,11,11,1,Wooster,2022-09-27_11-33-37
9,9,7,7,9,9,1,Wooster,2022-09-27_11-33-37
14,14,8,8,14,14,1,Wooster,2022-09-27_11-33-37
9,8,12,9,9,9,1,Wooster,2022-09-27_11-33-37
1,1,5,5,5,5,2,Wooster,2022-09-27_11-33-37
9,9,6,6,6,6,2,Wooster,2022-09-27_11-33-37
11,11,9,9,9,9,2,Wooster,2022-09-27_11-33-37
7,7,8,8,7,7,1,Wooster,2022-09-27_11-33-37
13,13,1,1,1,1,2,Wooster,2022-09-27_11-33-37
8,8,3,3,8,8,1,Wooster,2022-09-27_11-33-37
11,11,2,2,11,11,1,Wooster,2022-09-27_11-33-37
5,3,3,7,3,3,1,Wooster,2022-09-27_11-33-37
3,3,13,13,3,3,1,Wooster,2022-09-27_11-33-37
4,10,10,7,10,10,2,Wooster,2022-09-27_11-33-37
13,13,10,10,10,10,2,Wooster,2022-09-27_11-33-37
14,10,4,14,14,14,1,Wooster,2022-09-27_11-33-37
7,7,8,8,7,7,1,Wooster,2022-09-27_11-33-37
10,10,14,14,10,10,1,Wooster,2022-09-27_11-33-37
14,14,5,5,14,14,2,Wooster,2022-09-27_11-33-37
8,4,4,3,4,4,2,Wooster,2022-09-27_11-33-37
8,8,5,5,8,8,1,Wooster,2022-09-27_11-33-37
10,10,9,9,9,9,2,Wooster,2022-09-27_11-33-37
12,12,1,1,1,1,2,Wooster,2022-09-27_11-33-37
6,9,9,2,9,9,2,Wooster,2022-09-27_11-33-37
12,12,8,8,8,8,2,Wooster,2022-09-27_11-33-37
3,3,11,11,11,11,2,Wooster,2022-09-27_11-33-37
12,12,3,3,3,3,2,Wooster,2022-09-27_11-33-37
7,7,6,6,6,6,2,Wooster,2022-09-27_11-33-37
9,9,13,13,13,13,2,Wooster,2022-09-27_11-33-37
8,8,3,3,3,3,2,Wooster,2022-09-27_11-33-37
11,2,12,11,11,11,2,Wooster,2022-09-27_11-33-37
2,2,14,14,2,2,1,Wooster,2022-09-27_11-33-37
5,5,8,8,5,5,1,Wooster,2022-09-27_11-33-37
5,5,14,14,5,5,1,Wooster,2022-09-27_11-33-37
1,1,11,11,1,1,1,Wooster,2022-09-27_11-33-37
11,11,5,5,5,5,2,Wooster,2022-09-27_11-33-37
13,13,12,12,13,13,1,Wooster,2022-09-27_11-33-37
11,4,6,11,11,11,2,Wooster,2022-09-27_11-33-37
10,8,8,3,8,8,2,Wooster,2022-09-27_11-33-37
10,10,8,8,10,10,1,Wooster,2022-09-27_11-33-37
8,8,13,13,8,8,1,Wooster,2022-09-27_11-33-37
13,13,10,10,10,10,2,Wooster,2022-09-27_11-33-37
7,7,3,3,7,7,1,Wooster,2022-09-27_11-33-37
1,1,5,5,1,1,1,Wooster,2022-09-27_11-33-37
12,12,10,10,12,12,1,Wooster,2022-09-27_11-33-37
1,1,9,9,9,9,2,Wooster,2022-09-27_11-33-37
4,4,8,8,8,8,2,Wooster,2022-09-27_11-33-37
9,9,8,8,8,8,2,Wooster,2022-09-27_11-33-37
9,9,13,13,13,13,2,Wooster,2022-09-27_11-33-37
2,2,14,14,14,14,2,Wooster,2022-09-27_11-33-37
3,3,14,14,14,14,2,Wooster,2022-09-27_11-33-37
14,14,3,3,3,3,2,Wooster,2022-09-27_11-33-37
2,2,4,4,2,2,1,Wooster,2022-09-27_11-33-37
10,9,9,2,9,9,2,Wooster,2022-09-27_11-33-37
9,9,5,5,9,9,1,Wooster,2022-09-27_11-33-37
3,3,7,7,7,7,2,Wooster,2022-09-27_11-33-37
9,9,8,8,8,8,2,Wooster,2022-09-27_11-33-37
14,14,7,7,14,14,1,Wooster,2022-09-27_11-33-37
1,1,12,12,1,1,1,Wooster,2022-09-27_11-33-37
11,11,13,13,13,13,2,Wooster,2022-09-27_11-33-37
6,6,11,11,11,11,2,Wooster,2022-09-27_11-33-37
7,7,6,6,6,6,2,Wooster,2022-09-27_11-33-37
7,10,10,1,10,10,2,Wooster,2022-09-27_11-33-37
10,10,14,14,10,10,1,Wooster,2022-09-27_11-33-37
13,13,6,6,6,6,2,Wooster,2022-09-27_11-33-37
8,8,11,11,11,11,2,Wooster,2022-09-27_11-33-37
2,2,14,14,2,2,1,Wooster,2022-09-27_11-33-37
8,11,9,8,8,8,1,Wooster,2022-09-27_11-33-37
1,1,2,2,2,2,2,Wooster,2022-09-27_11-33-37
5,6,6,1,6,6,2,Wooster,2022-09-27_11-33-37
12,12,5,5,5,5,2,Wooster,2022-09-27_11-33-37
11,9,4,11,11,11,1,Wooster,2022-09-27_11-33-37
2,13,12,2,2,2,1,Wooster,2022-09-27_11-33-37
4,4,9,9,4,4,1,Wooster,2022-09-27_11-33-37
11,11,1,1,11,11,1,Wooster,2022-09-27_11-33-37
5,5,6,6,6,6,2,Wooster,2022-09-27_11-33-37
9,9,4,4,4,4,2,Wooster,2022-09-27_11-33-37
12,8,8,1,8,8,2,Wooster,2022-09-27_11-33-37
13,13,1,1,1,1,2,Wooster,2022-09-27_11-33-37
12,12,9,9,12,12,1,Wooster,2022-09-27_11-33-37
1,1,10,10,10,10,2,Wooster,2022-09-27_11-33-37
4,4,7,7,7,7,2,Wooster,2022-09-27_11-33-37
12,12,11,11,11,11,2,Wooster,2022-09-27_11-33-37
2,2,14,14,2,2,1,Wooster,2022-09-27_11-33-37
3,3,4,4,4,4,2,Wooster,2022-09-27_11-33-37
13,13,8,8,8,8,2,Wooster,2022-09-27_11-33-37
6,9,9,6,6,6,1,Wooster,2022-09-27_11-33-37
11,11,3,3,11,11,1,Wooster,2022-09-27_11-33-37
13,13,3,3,3,3,2,Wooster,2022-09-27_11-33-37
11,11,13,13,13,13,2,Wooster,2022-09-27_11-33-37
3,3,10,10,10,10,2,Wooster,2022-09-27_11-33-37
8,8,3,3,8,8,1,Wooster,2022-09-27_11-33-37
14,14,11,11,11,11,2,Wooster,2022-09-27_11-33-37
4,4,11,11,11,11,2,Wooster,2022-09-27_11-33-37
1,1,13,13,1,1,1,Wooster,2022-09-27_11-33-37
5,4,4,7,4,4,1,Wooster,2022-09-27_11-33-37
2,2,4,4,2,2,1,Wooster,2022-09-27_11-33-37
9,9,14,14,9,9,1,Wooster,2022-09-27_11-33-37
5,1,1,7,1,1,2,Wooster,2022-09-27_11-33-37
2,13,13,5,13,13,2,Wooster,2022-09-27_11-33-37
11,11,10,10,10,10,2,Wooster,2022-09-27_11-33-37
3,2,7,3,3,3,1,Wooster,2022-09-27_11-33-37
12,12,11,11,11,11,2,Wooster,2022-09-27_11-33-37
8,8,2,2,8,8,1,Wooster,2022-09-27_11-33-37
9,9,5,5,5,5,2,Wooster,2022-09-27_11-33-37
6,6,2,2,2,2,2,Wooster,2022-09-27_11-33-37
9,2,2,6,2,2,2,Wooster,2022-09-27_11-33-37
